ENT,SEXO,EDAD,P3_6,P3_7,P3_8,P3_11,P3_12_1,P3_12_2,P3_12_3,P3_12_4,P3_12_5,P3_12_6,P3_12_7,P3_12_8,P3_13,P3_14,P3_15,P3_16,P3_17_1,P3_17_2,P3_17_3,P3_17_4,P3_17_5,P3_17_6,P3_17_7,P3_17_8,P3_18,P3_20,P3_23,P3_24,P3_25_1,P3_25_2,P3_25_3,P3_25_4,P3_25_5,P3_26,FACTOR,P3_13_w,P3_7_w,P3_8_w,P3_11_w,P3_12_1_w,P3_12_2_w,P3_12_3_w,P3_12_4_w,P3_12_5_w,P3_12_6_w,P3_12_7_w,P3_12_8_w,P3_14_w,P3_16_w,P3_17_1_w,P3_17_2_w,P3_17_3_w,P3_17_4_w,P3_17_5_w,P3_17_6_w,P3_17_7_w,P3_17_8_w,P3_20_w,P3_23_w,Region,gender_string,P3_6_string,P3_15_string
23,2,26,,,,,,,,,,,,,,0,,0.0,,,,,,,,,8.0,,,,,,,,,5,5017,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,2,5,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4,4173,0.0,4173.0,,4173.0,0.0,0.0,0.0,4173.0,0.0,0.0,0.0,0.0,4173,,,,,,,,,,4173.0,4173.0,Southeast,female,public,public
23,2,8,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3,4173,0.0,4173.0,,4173.0,0.0,0.0,0.0,4173.0,0.0,0.0,0.0,0.0,4173,,,,,,,,,,4173.0,4173.0,Southeast,female,public,public
23,1,18,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2,4173,0.0,4173.0,,4173.0,0.0,0.0,0.0,4173.0,0.0,0.0,0.0,0.0,4173,,,,,,,,,,4173.0,4173.0,Southeast,male,public,public
23,1,18,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1,2744,0.0,2744.0,,2744.0,0.0,0.0,0.0,2744.0,0.0,0.0,0.0,0.0,2744,,,,,,,,,,2744.0,0.0,Southeast,male,public,public
23,1,25,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,2744,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,20,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,5,4932,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,2,21,2.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,,,,,,,,,,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,3,3048,0.0,3048.0,,3048.0,0.0,3048.0,0.0,0.0,0.0,0.0,0.0,0.0,3048,,,,,,,,,,3048.0,0.0,Southeast,female,private,private
23,1,25,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,3936,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,22,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,3793,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,2,26,1.0,0.0,1.0,,,,,,,,,,,0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,5,3793,,0.0,3793.0,,,,,,,,,,0,3793.0,0.0,0.0,0.0,0.0,3793.0,0.0,0.0,0.0,,,Southeast,female,public,public
23,2,13,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1,2682,0.0,2682.0,,2682.0,0.0,0.0,0.0,2682.0,0.0,0.0,0.0,0.0,2682,,,,,,,,,,2682.0,0.0,Southeast,female,public,public
23,1,14,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1,2682,0.0,2682.0,,2682.0,0.0,0.0,0.0,2682.0,0.0,0.0,0.0,0.0,2682,,,,,,,,,,2682.0,0.0,Southeast,male,public,public
23,1,16,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1,2682,0.0,2682.0,,2682.0,0.0,0.0,0.0,2682.0,0.0,0.0,0.0,0.0,2682,,,,,,,,,,2682.0,0.0,Southeast,male,public,public
23,1,13,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1,2471,0.0,2471.0,,2471.0,0.0,0.0,0.0,2471.0,0.0,0.0,0.0,0.0,2471,,,,,,,,,,2471.0,2471.0,Southeast,male,public,public
23,1,17,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1,2471,0.0,2471.0,,2471.0,0.0,0.0,0.0,2471.0,0.0,0.0,0.0,0.0,2471,,,,,,,,,,2471.0,0.0,Southeast,male,public,public
23,1,20,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,2471,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,23,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,2471,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,2,25,,,,,,,,,,,,,,0,,0.0,,,,,,,,,2.0,,,,,,,,,5,2471,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,1,10,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2535,2535.0,2535.0,,2535.0,0.0,0.0,0.0,2535.0,0.0,0.0,0.0,0.0,2535,,,,,,,,,,2535.0,2535.0,Southeast,male,public,public
23,2,11,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1,2535,2535.0,2535.0,,2535.0,0.0,0.0,0.0,2535.0,0.0,0.0,0.0,0.0,2535,,,,,,,,,,2535.0,0.0,Southeast,female,public,public
23,2,12,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1,2535,2535.0,2535.0,,2535.0,0.0,0.0,0.0,2535.0,0.0,0.0,0.0,0.0,2535,,,,,,,,,,2535.0,0.0,Southeast,female,public,public
23,1,18,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,2535,0.0,2535.0,,2535.0,0.0,0.0,0.0,2535.0,0.0,0.0,0.0,0.0,2535,,,,,,,,,,2535.0,0.0,Southeast,male,public,public
23,2,20,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,2535,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,1,24,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,2535,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,14,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,4,2174,2174.0,2174.0,,2174.0,0.0,0.0,0.0,2174.0,0.0,0.0,0.0,0.0,2174,,,,,,,,,,2174.0,0.0,Southeast,female,public,public
23,2,18,,,,,,,,,,,,,,0,,0.0,,,,,,,,,1.0,,,,,,,,,5,2174,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,2,22,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,5,2174,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,1,22,,,,,,,,,,,,,,0,,0.0,,,,,,,,,11.0,,,,,,,,,5,2174,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,1,23,,,,,,,,,,,,,,0,,0.0,,,,,,,,,1.0,,,,,,,,,5,2174,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,1,12,2.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,2056,2056.0,2056.0,,2056.0,0.0,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,2056,,,,,,,,,,2056.0,2056.0,Southeast,male,private,private
23,1,21,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,2056,0.0,2056.0,,2056.0,0.0,0.0,0.0,2056.0,0.0,0.0,0.0,0.0,2056,,,,,,,,,,2056.0,0.0,Southeast,male,public,public
23,1,29,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,2056,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,7,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2,3851,3851.0,3851.0,,3851.0,0.0,3851.0,3851.0,0.0,0.0,0.0,0.0,0.0,3851,,,,,,,,,,3851.0,3851.0,Southeast,female,public,public
23,2,16,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,3851,3851.0,3851.0,,3851.0,0.0,3851.0,3851.0,0.0,3851.0,0.0,0.0,0.0,3851,,,,,,,,,,3851.0,3851.0,Southeast,female,public,public
23,1,7,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,1.0,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2,5267,,5267.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5267.0,0.0,5267,,,,,,,,,,0.0,5267.0,Southeast,male,public,public
23,2,13,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,5267,5267.0,5267.0,,0.0,0.0,0.0,0.0,5267.0,5267.0,0.0,0.0,0.0,0,5267.0,5267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Southeast,female,public,public
23,2,9,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,4137,4137.0,4137.0,,0.0,0.0,4137.0,0.0,4137.0,4137.0,0.0,0.0,0.0,4137,,,,,,,,,,0.0,4137.0,Southeast,female,public,public
23,1,19,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,4137,4137.0,4137.0,,0.0,0.0,4137.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4137.0,0.0,4137.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Southeast,male,public,public
23,1,25,,,,,,,,,,,,,,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,2,3543,,,,,,,,,,,,,0,3543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3543.0,,,Southeast,male,public,public
23,2,29,,,,,,,,,,,,,,0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,3543,,,,,,,,,,,,,0,3543.0,0.0,3543.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Southeast,female,public,public
23,1,7,1.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,2,4701,4701.0,4701.0,,4701.0,0.0,4701.0,0.0,0.0,0.0,0.0,0.0,0.0,4701,,,,,,,,,,4701.0,4701.0,Southeast,male,public,public
23,1,26,,,,,,,,,,,,,,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,1,4701,,,,,,,,,,,,,0,4701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4701.0,,,Southeast,male,public,public
23,2,15,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,3437,3437.0,3437.0,,3437.0,0.0,3437.0,0.0,3437.0,0.0,0.0,0.0,0.0,3437,,,,,,,,,,3437.0,3437.0,Southeast,female,public,public
23,1,18,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,1,3437,3437.0,3437.0,,3437.0,0.0,3437.0,0.0,3437.0,0.0,0.0,0.0,0.0,3437,,,,,,,,,,3437.0,0.0,Southeast,male,public,public
23,1,7,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,4414,,4414.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4414.0,0.0,0,4414.0,4414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Southeast,male,public,public
23,2,13,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,4414,,4414.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4414.0,0.0,0,4414.0,4414.0,4414.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Southeast,female,public,public
23,2,15,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,4414,,4414.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4414.0,0.0,0,4414.0,4414.0,4414.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Southeast,female,public,public
23,2,3,,,,,,,,,,,,,,0,,0.0,,,,,,,,,11.0,,,,,,,,,2,5719,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,2,8,2.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,5719,5719.0,5719.0,,5719.0,5719.0,0.0,0.0,0.0,5719.0,0.0,0.0,0.0,5719,,,,,,,,,,5719.0,5719.0,Southeast,female,private,private
23,1,12,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1,3851,3851.0,3851.0,,3851.0,0.0,0.0,0.0,3851.0,3851.0,0.0,0.0,0.0,3851,,,,,,,,,,3851.0,3851.0,Southeast,male,public,public
23,2,14,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1,3851,0.0,3851.0,,3851.0,0.0,0.0,0.0,3851.0,3851.0,0.0,0.0,0.0,3851,,,,,,,,,,3851.0,3851.0,Southeast,female,public,public
23,2,20,,,,,,,,,,,,,,0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,3637,,,,,,,,,,,,,0,3637.0,3637.0,3637.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Southeast,female,public,public
23,1,24,,,,,,,,,,,,,,0,,0.0,,,,,,,,,1.0,,,,,,,,,2,3637,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,4,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,2.0,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,4595,,4595.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4595.0,4595,,,,,,,,,,0.0,4595.0,Southeast,female,private,private
23,2,7,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1,4208,4208.0,4208.0,,4208.0,0.0,0.0,0.0,4208.0,4208.0,0.0,0.0,0.0,4208,,,,,,,,,,4208.0,4208.0,Southeast,female,public,public
23,1,8,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1,4208,4208.0,4208.0,,4208.0,0.0,0.0,0.0,4208.0,4208.0,0.0,0.0,0.0,4208,,,,,,,,,,4208.0,4208.0,Southeast,male,public,public
23,1,9,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1,4208,4208.0,4208.0,,4208.0,0.0,0.0,0.0,4208.0,0.0,0.0,0.0,0.0,4208,,,,,,,,,,4208.0,4208.0,Southeast,male,public,public
23,1,28,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,1,4208,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,20,,,,,,,,,,,,,,0,,0.0,,,,,,,,,8.0,,,,,,,,,2,2371,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,1,22,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,3,2371,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,25,,,,,,,,,,,,,,0,,0.0,,,,,,,,,8.0,,,,,,,,,2,2371,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,1,27,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,2,2371,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,1,29,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,2,2371,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,3,,,,,,,,,,,,,,0,,0.0,,,,,,,,,12.0,,,,,,,,,2,3389,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,1,13,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1,3389,3389.0,3389.0,,3389.0,0.0,0.0,0.0,3389.0,0.0,0.0,0.0,0.0,3389,,,,,,,,,,3389.0,3389.0,Southeast,male,public,public
23,2,16,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,3389,0.0,3389.0,,3389.0,0.0,0.0,0.0,3389.0,0.0,0.0,0.0,0.0,3389,,,,,,,,,,3389.0,0.0,Southeast,female,public,public
23,2,18,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,3389,0.0,3389.0,,3389.0,0.0,0.0,0.0,3389.0,0.0,0.0,0.0,0.0,3389,,,,,,,,,,3389.0,0.0,Southeast,female,public,public
23,1,3,,,,,,,,,,,,,,0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,5400,,,,,,,,,,,,,0,5400.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Southeast,male,public,public
23,2,22,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,4,5400,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,1,21,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,3517,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,1,23,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,3517,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,25,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,5,3517,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,1,13,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1,2555,2555.0,2555.0,,2555.0,0.0,0.0,0.0,2555.0,2555.0,0.0,0.0,0.0,2555,,,,,,,,,,2555.0,2555.0,Southeast,male,public,public
23,1,13,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2555,2555.0,2555.0,,2555.0,0.0,0.0,0.0,2555.0,2555.0,0.0,0.0,0.0,2555,,,,,,,,,,2555.0,2555.0,Southeast,male,public,public
23,2,13,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,2555,2555.0,2555.0,,2555.0,0.0,0.0,0.0,2555.0,2555.0,0.0,0.0,0.0,2555,,,,,,,,,,2555.0,0.0,Southeast,female,public,public
23,1,26,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,2555,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,7,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1272,1272.0,1272.0,,1272.0,0.0,0.0,0.0,1272.0,1272.0,0.0,0.0,0.0,1272,,,,,,,,,,1272.0,1272.0,Southeast,female,public,public
23,2,12,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,2,1272,1272.0,1272.0,,1272.0,0.0,0.0,0.0,1272.0,1272.0,0.0,0.0,0.0,1272,,,,,,,,,,1272.0,1272.0,Southeast,female,public,public
23,1,18,1.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,1272,0.0,1272.0,,1272.0,0.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1272.0,0.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Southeast,male,public,public
23,1,25,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,1272,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,28,,,,,,,,,,,,,,0,,0.0,,,,,,,,,8.0,,,,,,,,,5,1272,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,1,26,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,1,3936,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,1,3,,,,,,,,,,,,,,0,,0.0,,,,,,,,,12.0,,,,,,,,,2,5801,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,26,,,,,,,,,,,,,,0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,5801,,,,,,,,,,,,,0,5801.0,0.0,5801.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Southeast,female,public,public
23,1,4,,,,,,,,,,,,,,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,5719,,,,,,,,,,,,,5719,,,,,,,,,,5719.0,5719.0,Southeast,male,public,public
23,2,12,1.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1,5719,5719.0,5719.0,,5719.0,0.0,5719.0,0.0,0.0,0.0,0.0,0.0,0.0,5719,,,,,,,,,,5719.0,5719.0,Southeast,female,public,public
23,1,16,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,3,3437,0.0,3437.0,,3437.0,3437.0,3437.0,0.0,3437.0,0.0,0.0,0.0,0.0,0,3437.0,0.0,0.0,0.0,0.0,3437.0,0.0,3437.0,0.0,,,Southeast,male,public,public
23,1,18,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,3,3437,3437.0,3437.0,,3437.0,0.0,3437.0,0.0,3437.0,3437.0,0.0,0.0,0.0,0,3437.0,0.0,0.0,0.0,0.0,0.0,0.0,3437.0,0.0,,,Southeast,male,public,public
23,1,19,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,4,4293,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
23,2,21,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,4,4293,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,female,public,public
23,1,24,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,3,4293,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southeast,male,public,public
