ENT,SEXO,EDAD,P3_6,P3_7,P3_8,P3_11,P3_12_1,P3_12_2,P3_12_3,P3_12_4,P3_12_5,P3_12_6,P3_12_7,P3_12_8,P3_13,P3_14,P3_15,P3_16,P3_17_1,P3_17_2,P3_17_3,P3_17_4,P3_17_5,P3_17_6,P3_17_7,P3_17_8,P3_18,P3_20,P3_23,P3_24,P3_25_1,P3_25_2,P3_25_3,P3_25_4,P3_25_5,P3_26,FACTOR,P3_13_w,P3_7_w,P3_8_w,P3_11_w,P3_12_1_w,P3_12_2_w,P3_12_3_w,P3_12_4_w,P3_12_5_w,P3_12_6_w,P3_12_7_w,P3_12_8_w,P3_14_w,P3_16_w,P3_17_1_w,P3_17_2_w,P3_17_3_w,P3_17_4_w,P3_17_5_w,P3_17_6_w,P3_17_7_w,P3_17_8_w,P3_20_w,P3_23_w,Region,gender_string,P3_6_string,P3_15_string
2,1,3,,,,,,,,,,,,,,0,,0.0,,,,,,,,,12.0,,,,,,,,,4,21417,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,2,10,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,21417,21417.0,21417.0,,21417.0,0.0,0.0,0.0,21417.0,0.0,0.0,0.0,0.0,21417,,,,,,,,,,21417.0,21417.0,Northwest,female,public,public
2,2,19,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1,8648,0.0,8648.0,,8648.0,0.0,0.0,0.0,8648.0,0.0,0.0,0.0,0.0,8648,,,,,,,,,,8648.0,8648.0,Northwest,female,public,public
2,2,14,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,7898,0.0,7898.0,,7898.0,7898.0,0.0,0.0,7898.0,0.0,0.0,0.0,0.0,7898,,,,,,,,,,7898.0,7898.0,Northwest,female,public,public
2,1,10,2.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,4935,0.0,4935.0,,4935.0,4935.0,0.0,0.0,4935.0,0.0,0.0,0.0,0.0,4935,,,,,,,,,,4935.0,4935.0,Northwest,male,private,private
2,1,24,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,4935,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,2,22,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4,5789,0.0,5789.0,,5789.0,0.0,5789.0,0.0,5789.0,0.0,0.0,0.0,0.0,0,5789.0,0.0,0.0,5789.0,0.0,0.0,0.0,0.0,0.0,,,Northwest,female,public,public
2,2,12,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,4085,0.0,4085.0,,4085.0,0.0,0.0,0.0,4085.0,4085.0,0.0,0.0,0.0,4085,,,,,,,,,,4085.0,4085.0,Northwest,female,public,public
2,1,16,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,4085,0.0,4085.0,,4085.0,0.0,0.0,0.0,4085.0,0.0,0.0,0.0,0.0,4085,,,,,,,,,,4085.0,4085.0,Northwest,male,public,public
2,2,23,,,,,,,,,,,,,,0,,0.0,,,,,,,,,5.0,,,,,,,,,1,4085,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,2,12,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,2.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,3,6369,6369.0,6369.0,,6369.0,6369.0,0.0,0.0,6369.0,0.0,0.0,0.0,0.0,6369,,,,,,,,,,6369.0,0.0,Northwest,female,public,private
2,2,15,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,,0.0,,,,,,,,,5.0,,,,,,,,,3,6369,6369.0,6369.0,,6369.0,6369.0,0.0,0.0,6369.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,2,6,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1,2594,0.0,2594.0,,2594.0,0.0,0.0,0.0,2594.0,0.0,0.0,0.0,0.0,2594,,,,,,,,,,2594.0,2594.0,Northwest,female,public,public
2,2,19,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,2594,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,2,20,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,2594,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,2,22,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,2594,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,1,23,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,2594,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,1,23,2.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,1,3313,0.0,3313.0,,3313.0,3313.0,0.0,0.0,3313.0,0.0,0.0,0.0,0.0,3313,,,,,,,,,,3313.0,0.0,Northwest,male,private,private
2,2,28,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,3313,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,1,20,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,2787,0.0,2787.0,,2787.0,2787.0,2787.0,0.0,2787.0,0.0,0.0,0.0,0.0,2787,,,,,,,,,,2787.0,0.0,Northwest,male,public,public
2,1,27,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,1,2787,0.0,2787.0,,2787.0,2787.0,2787.0,0.0,0.0,0.0,0.0,0.0,0.0,2787,,,,,,,,,,2787.0,0.0,Northwest,male,public,public
2,1,14,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,3250,0.0,3250.0,,3250.0,0.0,0.0,0.0,3250.0,0.0,0.0,0.0,0.0,3250,,,,,,,,,,3250.0,3250.0,Northwest,male,public,public
2,2,18,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,1,3250,0.0,3250.0,,3250.0,0.0,0.0,0.0,3250.0,0.0,0.0,0.0,0.0,3250,,,,,,,,,,3250.0,0.0,Northwest,female,public,public
2,1,28,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,3250,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,1,25,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,1659,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,2,26,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,1659,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,1,19,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,1686,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,2,20,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,1,1686,0.0,1686.0,,1686.0,1686.0,0.0,0.0,1686.0,0.0,0.0,0.0,0.0,1686,,,,,,,,,,1686.0,0.0,Northwest,female,public,public
2,2,21,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,1,1686,0.0,1686.0,,1686.0,1686.0,0.0,0.0,1686.0,0.0,0.0,0.0,0.0,1686,,,,,,,,,,1686.0,0.0,Northwest,female,public,public
2,2,8,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,3167,0.0,3167.0,,3167.0,3167.0,0.0,0.0,3167.0,3167.0,0.0,0.0,0.0,3167,,,,,,,,,,3167.0,3167.0,Northwest,female,public,public
2,2,12,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,3167,0.0,3167.0,,3167.0,0.0,0.0,0.0,3167.0,3167.0,0.0,0.0,0.0,3167,,,,,,,,,,3167.0,3167.0,Northwest,female,public,public
2,1,22,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,1,3167,0.0,3167.0,,3167.0,3167.0,0.0,0.0,3167.0,0.0,0.0,0.0,0.0,3167,,,,,,,,,,3167.0,0.0,Northwest,male,public,public
2,1,7,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,5667,0.0,5667.0,,5667.0,0.0,0.0,0.0,5667.0,5667.0,0.0,0.0,0.0,5667,,,,,,,,,,5667.0,5667.0,Northwest,male,public,public
2,2,8,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,5667,0.0,5667.0,,5667.0,0.0,0.0,0.0,5667.0,5667.0,0.0,0.0,0.0,5667,,,,,,,,,,5667.0,5667.0,Northwest,female,public,public
2,1,21,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,5667,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,2,25,,,,,,,,,,,,,,0,,0.0,,,,,,,,,8.0,,,,,,,,,5,5667,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,1,16,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,3,6120,0.0,6120.0,,6120.0,0.0,6120.0,0.0,6120.0,0.0,0.0,0.0,0.0,6120,,,,,,,,,,6120.0,0.0,Northwest,male,public,public
2,1,3,,,,,,,,,,,,,,0,,0.0,,,,,,,,,12.0,,,,,,,,,4,6772,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,2,20,1.0,0.0,0.0,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,1,6772,,0.0,0.0,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,2,24,,,,,,,,,,,,,,0,,0.0,,,,,,,,,8.0,,,,,,,,,5,6772,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,1,24,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,6772,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,2,3,,,,,,,,,,,,,,0,,0.0,,,,,,,,,11.0,,,,,,,,,4,13485,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,1,7,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,13485,13485.0,13485.0,,13485.0,0.0,0.0,0.0,13485.0,0.0,0.0,0.0,0.0,13485,,,,,,,,,,13485.0,13485.0,Northwest,male,public,public
2,2,10,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,13485,13485.0,13485.0,,13485.0,0.0,0.0,0.0,13485.0,0.0,0.0,0.0,0.0,13485,,,,,,,,,,13485.0,13485.0,Northwest,female,public,public
2,2,28,,,,,,,,,,,,,,0,,0.0,,,,,,,,,1.0,,,,,,,,,5,13485,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,2,20,2.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,8648,0.0,8648.0,,8648.0,0.0,8648.0,0.0,8648.0,0.0,0.0,0.0,0.0,8648,,,,,,,,,,8648.0,0.0,Northwest,female,private,private
2,1,4,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2588,2588.0,2588.0,,2588.0,0.0,0.0,0.0,0.0,2588.0,0.0,0.0,0.0,2588,,,,,,,,,,2588.0,2588.0,Northwest,male,public,public
2,1,6,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2588,2588.0,2588.0,,2588.0,0.0,0.0,0.0,0.0,2588.0,0.0,0.0,0.0,2588,,,,,,,,,,2588.0,2588.0,Northwest,male,public,public
2,2,9,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2588,2588.0,2588.0,,2588.0,0.0,0.0,0.0,0.0,2588.0,0.0,0.0,0.0,2588,,,,,,,,,,2588.0,2588.0,Northwest,female,public,public
2,2,10,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2588,2588.0,2588.0,,2588.0,0.0,0.0,0.0,0.0,2588.0,0.0,0.0,0.0,2588,,,,,,,,,,2588.0,2588.0,Northwest,female,public,public
2,2,28,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,5,2588,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,2,20,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,4,1129,0.0,1129.0,,1129.0,0.0,1129.0,0.0,1129.0,0.0,0.0,0.0,0.0,1129,,,,,,,,,,1129.0,0.0,Northwest,female,public,private
2,2,20,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,4,1129,0.0,1129.0,,1129.0,0.0,1129.0,0.0,1129.0,0.0,0.0,0.0,0.0,1129,,,,,,,,,,1129.0,0.0,Northwest,female,public,public
2,1,24,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,1129,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,2,5,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,5137,0.0,5137.0,,5137.0,0.0,0.0,0.0,5137.0,5137.0,0.0,0.0,0.0,5137,,,,,,,,,,5137.0,5137.0,Northwest,female,public,public
2,2,9,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,5137,0.0,5137.0,,5137.0,0.0,0.0,0.0,5137.0,5137.0,0.0,0.0,0.0,5137,,,,,,,,,,5137.0,5137.0,Northwest,female,public,public
2,1,13,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,5137,0.0,5137.0,,5137.0,0.0,0.0,0.0,5137.0,5137.0,0.0,0.0,0.0,5137,,,,,,,,,,5137.0,5137.0,Northwest,male,public,public
2,2,21,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,1342,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,2,23,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,1342,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,1,27,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,1342,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,1,16,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,1524,0.0,1524.0,,1524.0,1524.0,0.0,0.0,1524.0,0.0,0.0,0.0,0.0,1524,,,,,,,,,,1524.0,0.0,Northwest,male,public,public
2,1,17,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,1524,0.0,1524.0,,1524.0,1524.0,0.0,0.0,1524.0,0.0,0.0,0.0,0.0,1524,,,,,,,,,,1524.0,0.0,Northwest,male,public,public
2,1,22,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,1524,0.0,1524.0,,1524.0,1524.0,0.0,0.0,1524.0,0.0,0.0,0.0,0.0,1524,,,,,,,,,,1524.0,0.0,Northwest,male,public,public
2,2,23,,,,,,,,,,,,,,0,,0.0,,,,,,,,,1.0,,,,,,,,,5,1524,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,1,22,,,,,,,,,,,,,,0,,0.0,,,,,,,,,11.0,,,,,,,,,5,10280,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,2,14,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1,2587,0.0,2587.0,,2587.0,2587.0,0.0,0.0,2587.0,2587.0,0.0,0.0,0.0,2587,,,,,,,,,,2587.0,2587.0,Northwest,female,public,public
2,1,28,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,2587,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,1,29,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,2587,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,1,9,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,7572,0.0,7572.0,,7572.0,0.0,0.0,7572.0,7572.0,7572.0,0.0,0.0,0.0,7572,,,,,,,,,,7572.0,7572.0,Northwest,male,public,public
2,1,14,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,7572,0.0,7572.0,,7572.0,0.0,0.0,7572.0,7572.0,7572.0,0.0,0.0,0.0,7572,,,,,,,,,,7572.0,7572.0,Northwest,male,public,public
2,2,10,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,6369,6369.0,6369.0,,6369.0,0.0,0.0,0.0,6369.0,6369.0,0.0,0.0,0.0,6369,,,,,,,,,,6369.0,6369.0,Northwest,female,public,public
2,1,14,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,6369,6369.0,6369.0,,6369.0,0.0,0.0,0.0,6369.0,0.0,0.0,0.0,0.0,6369,,,,,,,,,,6369.0,6369.0,Northwest,male,public,public
2,1,12,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4,7898,7898.0,7898.0,,7898.0,0.0,7898.0,0.0,7898.0,0.0,0.0,0.0,0.0,7898,,,,,,,,,,7898.0,7898.0,Northwest,male,public,public
2,1,13,1.0,0.0,1.0,,,,,,,,,,,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,5,6579,,0.0,6579.0,,,,,,,,,,0,6579.0,0.0,0.0,0.0,0.0,0.0,0.0,6579.0,0.0,,,Northwest,male,public,public
2,1,17,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,5,6579,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,2,17,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,4,2147,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,2,19,2.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1,2.0,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1,2147,6441.0,2147.0,,2147.0,0.0,2147.0,0.0,2147.0,2147.0,0.0,0.0,0.0,2147,,,,,,,,,,2147.0,2147.0,Northwest,female,private,private
2,1,21,1.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1,2147,2147.0,2147.0,,2147.0,0.0,2147.0,0.0,0.0,0.0,0.0,0.0,0.0,2147,,,,,,,,,,2147.0,2147.0,Northwest,male,public,public
2,1,22,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,2147,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,2,15,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,4,7331,7331.0,7331.0,,7331.0,0.0,0.0,7331.0,7331.0,0.0,0.0,0.0,0.0,7331,,,,,,,,,,7331.0,7331.0,Northwest,female,public,public
2,1,16,1.0,0.0,0.0,,,,,,,,,,,1,1.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,4,7331,,0.0,0.0,,,,,,,,,,7331,,,,,,,,,,0.0,0.0,Northwest,male,public,public
2,2,14,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1,5911,0.0,5911.0,,5911.0,0.0,0.0,0.0,5911.0,5911.0,0.0,0.0,0.0,5911,,,,,,,,,,5911.0,5911.0,Northwest,female,public,public
2,1,16,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,5,5911,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,1,17,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,1,5911,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,male,public,public
2,2,22,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,2,3502,0.0,3502.0,,3502.0,0.0,3502.0,0.0,3502.0,3502.0,0.0,0.0,0.0,3502,,,,,,,,,,3502.0,0.0,Northwest,female,public,public
2,2,24,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,3502,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Northwest,female,public,public
2,2,7,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,5137,5137.0,5137.0,,0.0,0.0,0.0,0.0,5137.0,5137.0,0.0,0.0,0.0,5137,,,,,,,,,,5137.0,5137.0,Northwest,female,public,public
2,1,14,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1,5137,5137.0,5137.0,,5137.0,5137.0,0.0,0.0,5137.0,0.0,0.0,0.0,0.0,5137,,,,,,,,,,5137.0,0.0,Northwest,male,public,public
2,1,17,1.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1,5137,5137.0,5137.0,,0.0,5137.0,0.0,0.0,5137.0,0.0,0.0,0.0,0.0,5137,,,,,,,,,,5137.0,5137.0,Northwest,male,public,public
2,2,15,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,2,3189,,3189.0,,3189.0,0.0,0.0,0.0,0.0,0.0,0.0,3189.0,0.0,0,3189.0,0.0,0.0,0.0,0.0,0.0,3189.0,0.0,0.0,,,Northwest,female,public,public
